"id","observed_on","taxon.name","latitude","longitude","uri","Evidence_of_Presence","Life_Stage","Gall_phenophase","phenostage","doy","AGDD32","AGDD50"
27644125,"2017-02-28","Eurosta solidaginis",42.813465,-85.717931,"https://www.inaturalist.org/observations/27644125","Gall","","dormspring","dormspring",59,211.517593384,8.56796646118
27659098,"2018-03-03","Eurosta solidaginis",42.804805,-85.977376,"https://www.inaturalist.org/observations/27659098","Gall","","dormspring","dormspring",62,161.738677979,0
27678369,"2019-06-25","Eurosta solidaginis",39.3867383333,-86.478225,"https://www.inaturalist.org/observations/27678369","Gall","","developing","developing",176,3017.80688477,1111.17492676
27712098,"2019-06-24","Eurosta solidaginis",35.686305,-83.5003966667,"https://www.inaturalist.org/observations/27712098","Gall","","developing","developing",175,3823.03637695,1395.13415527
27729824,"2019-06-26","Eurosta solidaginis",30.7017674664,-88.1578456064,"https://www.inaturalist.org/observations/27729824","Gall","","developing","developing",177,5865.88232422,2803.5168457
27886467,"2019-06-29","Eurosta solidaginis",39.0844654181,-96.5439664078,"https://www.inaturalist.org/observations/27886467","Gall","","developing","developing",180,3224.45507812,1252.54711914
27894308,"2019-06-29","Eurosta solidaginis",45.3028640747,-93.3774414063,"https://www.inaturalist.org/observations/27894308","Gall","","developing","developing",180,2047.71459961,653.993530273
27905516,"2019-06-27","Eurosta solidaginis",39.980225,-86.0632028333,"https://www.inaturalist.org/observations/27905516","Gall","","developing","developing",178,2906.44946289,1051.18103027
27941016,"2019-06-30","Eurosta solidaginis",45.1406221837,-93.3218043857,"https://www.inaturalist.org/observations/27941016","Gall","","developing","developing",181,2197.31225586,736.253295898
27960932,"2019-06-30","Eurosta solidaginis",41.477525,-73.2599633333,"https://www.inaturalist.org/observations/27960932","Gall","","developing","developing",181,2695.47167969,892.601074219
27966837,"2019-06-30","Eurosta solidaginis",34.9546883333,-80.0570221667,"https://www.inaturalist.org/observations/27966837","Gall","","developing","developing",181,5015.88769531,2197.01513672
28005802,"2019-07-01","Eurosta solidaginis",40.4714611111,-74.5382861111,"https://www.inaturalist.org/observations/28005802","Gall","","developing","developing",182,3222.36621094,1229.35375977
28017557,"2019-07-01","Eurosta solidaginis",43.1192321051,-83.8602807374,"https://www.inaturalist.org/observations/28017557","Gall","","developing","developing",182,2322.72753906,714.005126953
28139665,"2019-07-03","Eurosta solidaginis",39.0902109151,-96.5578760301,"https://www.inaturalist.org/observations/28139665","Gall","","developing","developing",184,3425.50537109,1381.98461914
28171864,"2019-07-04","Eurosta solidaginis",45.0134101298,-92.9032955706,"https://www.inaturalist.org/observations/28171864","Gall","","developing","developing",185,2243.81567383,754.001220703
28198744,"2019-07-03","Eurosta solidaginis",42.3830148646,-73.8291824609,"https://www.inaturalist.org/observations/28198744","Gall","","developing","developing",184,2657.23950195,890.495056152
28256169,"2019-07-05","Eurosta solidaginis",39.0248084364,-79.4259296931,"https://www.inaturalist.org/observations/28256169","Gall","","developing","developing",186,2798.18896484,889.388183594
28260142,"2019-07-05","Eurosta solidaginis",42.168025,-84.4204466667,"https://www.inaturalist.org/observations/28260142","Gall","","developing","developing",186,2617.49536133,891.782409668
28287591,"2019-07-06","Eurosta solidaginis",43.0034279154,-88.5213912126,"https://www.inaturalist.org/observations/28287591","Gall","","developing","developing",187,2471.54296875,836.981262207
28305664,"2019-07-06","Eurosta solidaginis",37.9410802933,-86.6134059156,"https://www.inaturalist.org/observations/28305664","Gall","","developing","developing",187,4073.26220703,1703.50976562
28308443,"2019-06-28","Eurosta solidaginis",39.1549416667,-84.50098,"https://www.inaturalist.org/observations/28308443","Gall","","developing","developing",179,3476.17626953,1367.0994873
28342218,"2019-07-05","Eurosta solidaginis",41.2210452946,-73.6432144893,"https://www.inaturalist.org/observations/28342218","Gall","","developing","developing",186,2951.92700195,1045.31311035
28355763,"2019-07-07","Eurosta solidaginis",42.342955,-72.5673616667,"https://www.inaturalist.org/observations/28355763","Gall","","developing","developing",188,2809.89746094,1000.40307617
28409417,"2019-07-07","Eurosta solidaginis",42.550991953,-83.8166041107,"https://www.inaturalist.org/observations/28409417","Gall","","developing","developing",188,2587.00390625,876.06829834
28413617,"2019-07-07","Eurosta solidaginis",47.407137521,-92.8706214216,"https://www.inaturalist.org/observations/28413617","Gall","","developing","developing",188,1762.98193359,477.332275391
28438739,"2019-07-05","Eurosta solidaginis",43.244175223,-89.7325983492,"https://www.inaturalist.org/observations/28438739","Gall","","developing","developing",186,2552.85766602,876.581237793
28475631,"2019-07-08","Eurosta solidaginis",41.3999216667,-82.047675,"https://www.inaturalist.org/observations/28475631","Gall","","developing","developing",189,3134.36572266,1156.02197266
28505741,"2019-07-09","Eurosta solidaginis",45.03851693,-93.25861564,"https://www.inaturalist.org/observations/28505741","Gall","","developing","developing",190,2634.77514648,989.252197266
28531553,"2019-07-09","Eurosta solidaginis",41.5072261882,-87.8301210027,"https://www.inaturalist.org/observations/28531553","Gall","","developing","developing",190,2978.98022461,1133.05432129
28554869,"2019-07-10","Eurosta solidaginis",41.61015,-87.2770616667,"https://www.inaturalist.org/observations/28554869","Gall","","developing","developing",191,2879.56689453,1018.77227783
28565337,"2019-07-10","Eurosta solidaginis",42.7700975491,-70.9191627894,"https://www.inaturalist.org/observations/28565337","Gall","","developing","developing",191,2840.49804688,935.377990723
28579340,"2019-07-10","Eurosta solidaginis",44.0298638333,-92.4382466667,"https://www.inaturalist.org/observations/28579340","Gall","","developing","developing",191,2614.44433594,945.215270996
28584485,"2019-07-08","Eurosta solidaginis",40.6908483928,-74.4432535149,"https://www.inaturalist.org/observations/28584485","Gall","","developing","developing",189,3448.5090332,1367.65722656
28596480,"2019-07-10","Eurosta solidaginis",43.7378666667,-92.1315388333,"https://www.inaturalist.org/observations/28596480","Gall","","developing","developing",191,2496.71533203,882.107055664
28623925,"2019-07-11","Eurosta solidaginis",40.7804527283,-81.8965530396,"https://www.inaturalist.org/observations/28623925","Gall","","developing","developing",192,3360.94995117,1292.65087891
28676047,"2019-07-12","Eurosta solidaginis",41.3638763428,-71.6555709839,"https://www.inaturalist.org/observations/28676047","Gall","","developing","developing",193,3008.48168945,925.262207031
28680987,"2019-07-12","Eurosta solidaginis",40.7800966667,-81.8967133333,"https://www.inaturalist.org/observations/28680987","Gall","","developing","developing",193,3403.94287109,1317.6439209
28691064,"2019-07-11","Eurosta solidaginis",40.4902778126,-74.6489292998,"https://www.inaturalist.org/observations/28691064","Gall","","developing","developing",192,3654.79956055,1493.55786133
28702953,"2019-07-12","Eurosta solidaginis",40.06569756,-82.10852949,"https://www.inaturalist.org/observations/28702953","Gall","","developing","developing",193,3743.30615234,1519.20812988
28730884,"2019-07-12","Eurosta solidaginis",42.2093774798,-89.2063538824,"https://www.inaturalist.org/observations/28730884","Gall","","developing","developing",193,2958.06469727,1130.36340332
28731903,"2019-07-13","Eurosta solidaginis",45.1198666667,-92.8440083333,"https://www.inaturalist.org/observations/28731903","Gall","","developing","developing",194,2567.62695312,937.259094238
28737716,"2019-07-13","Eurosta solidaginis",47.0773186209,-96.3276069984,"https://www.inaturalist.org/observations/28737716","Gall","","developing","developing",194,2343.96826172,838.970458984
28737931,"2019-07-13","Eurosta solidaginis",47.0768696024,-96.3271744085,"https://www.inaturalist.org/observations/28737931","Gall","","developing","developing",194,2343.96826172,838.970458984
28741103,"2019-07-13","Eurosta solidaginis",38.0685605558,-84.3932889726,"https://www.inaturalist.org/observations/28741103","Gall","","developing","developing",194,4333.19970703,1848.87719727
28747015,"2019-07-12","Eurosta solidaginis",46.8655635769,-96.4631390199,"https://www.inaturalist.org/observations/28747015","Gall","","developing","developing",193,2378.90600586,863.144287109
28803243,"2019-07-14","Eurosta solidaginis",44.9414756243,-92.868840471,"https://www.inaturalist.org/observations/28803243","Gall","","developing","developing",195,2693.94995117,999.008056641
28845900,"2019-07-07","Eurosta solidaginis",42.4436033333,-78.9044883333,"https://www.inaturalist.org/observations/28845900","Gall","","developing","developing",188,2665.74462891,898.235473633
28869695,"2019-07-15","Eurosta solidaginis",46.43556217,-92.73316408,"https://www.inaturalist.org/observations/28869695","Gall","","developing","developing",196,2122.66674805,665.666259766
28947215,"2019-07-16","Eurosta solidaginis",40.776225,-81.9135366667,"https://www.inaturalist.org/observations/28947215","Gall","","developing","developing",197,3571.84667969,1413.54797363
28967817,"2019-06-08","Eurosta solidaginis",35.43038,-84.688705,"https://www.inaturalist.org/observations/28967817","Gall","","developing","developing",159,3600.08935547,1306.51086426
28973030,"2019-07-16","Eurosta solidaginis",40.8349583333,-81.9568783333,"https://www.inaturalist.org/observations/28973030","Gall","","developing","developing",197,3475.0246582,1353.58117676
29003904,"2019-07-17","Eurosta solidaginis",41.537087955,-96.1107106304,"https://www.inaturalist.org/observations/29003904","Gall","","developing","developing",198,3599.81835938,1548.65600586
29017056,"2019-07-17","Eurosta solidaginis",42.443508,-76.758202,"https://www.inaturalist.org/observations/29017056","Gall","","developing","developing",198,2843.54833984,983.032958984
29059891,"2019-07-18","Eurosta solidaginis",44.267272465,-72.5580831059,"https://www.inaturalist.org/observations/29059891","Gall","","developing","developing",199,2537.26074219,836.270019531
29079345,"2019-07-18","Eurosta solidaginis",42.4599075317,-76.4597854614,"https://www.inaturalist.org/observations/29079345","Gall","","developing","developing",199,3079.09643555,1115.18896484
29143847,"2019-07-19","Eurosta solidaginis",39.8697795694,-82.7399792386,"https://www.inaturalist.org/observations/29143847","Gall","","developing","developing",200,4076.16088867,1727.45910645
29164549,"2019-07-16","Eurosta solidaginis",44.46272,-73.1790166667,"https://www.inaturalist.org/observations/29164549","Gall","","developing","developing",197,2788.12646484,993.770385742
29186300,"2019-07-20","Eurosta solidaginis",42.4705634,-83.3150597,"https://www.inaturalist.org/observations/29186300","Gall","","developing","developing",201,3412.29516602,1367.62097168
29252161,"2019-07-19","Eurosta solidaginis",41.859695,-89.3545916667,"https://www.inaturalist.org/observations/29252161","Gall","","developing","developing",200,3430.27587891,1424.09606934
29285317,"2019-07-21","Eurosta solidaginis",42.2116395133,-79.474786769,"https://www.inaturalist.org/observations/29285317","Gall","","developing","developing",202,2992.36376953,1050.68615723
29316815,"2019-07-22","Eurosta solidaginis",40.3310092399,-74.9405795709,"https://www.inaturalist.org/observations/29316815","Gall","","developing","developing",203,4298.04589844,1887.45166016
29327862,"2019-07-21","Eurosta solidaginis",45.219545,-92.7726283333,"https://www.inaturalist.org/observations/29327862","Gall","","developing","developing",202,2872.06054688,1115.21594238
29464203,"2019-07-24","Eurosta solidaginis",42.0097695429,-75.987148605,"https://www.inaturalist.org/observations/29464203","Gall","","developing","developing",205,3285.32250977,1233.33203125
29471748,"2019-07-24","Eurosta solidaginis",43.11689927,-78.4311036,"https://www.inaturalist.org/observations/29471748","Gall","","developing","developing",205,3311.50366211,1261.5201416
29478918,"2019-07-24","Eurosta solidaginis",45.2275009155,-93.3663864136,"https://www.inaturalist.org/observations/29478918","Gall","","developing","developing",205,3136.83227539,1274.68725586
29482616,"2019-07-24","Eurosta solidaginis",30.9433964594,-93.0481613149,"https://www.inaturalist.org/observations/29482616","Gall","","developing","developing",205,6908.90185547,3393.99682617
29496199,"2019-07-23","Eurosta solidaginis",40.4381567236,-80.0316789028,"https://www.inaturalist.org/observations/29496199","Gall","","developing","developing",204,4226.79443359,1822.12084961
29519952,"2019-07-25","Eurosta solidaginis",45.8887496353,-94.1564058409,"https://www.inaturalist.org/observations/29519952","Gall","","developing","developing",206,2848.43554688,1095.44287109
29530730,"2019-07-25","Eurosta solidaginis",43.6464823,-72.9504858,"https://www.inaturalist.org/observations/29530730","Gall","","developing","developing",206,3035.41992188,1089.55725098
29545258,"2019-07-23","Eurosta solidaginis",41.3461415011,-74.2738974427,"https://www.inaturalist.org/observations/29545258","Gall","","developing","developing",204,3745.44775391,1530.44909668
29550542,"2019-07-25","Eurosta solidaginis",44.4545902974,-94.7390849493,"https://www.inaturalist.org/observations/29550542","Gall","","developing","developing",206,3245.05688477,1330.63098145
29567982,"2019-07-26","Eurosta solidaginis",44.3977976824,-72.9605744687,"https://www.inaturalist.org/observations/29567982","Gall","","developing","developing",207,2892.17504883,1020.7701416
29575906,"2019-07-26","Eurosta solidaginis",32.37227861,-86.00650877,"https://www.inaturalist.org/observations/29575906","Gall","","developing","developing",207,7029.35693359,3515.53198242
29591840,"2019-07-26","Eurosta solidaginis",41.9836044312,-70.9633407593,"https://www.inaturalist.org/observations/29591840","Gall","","developing","developing",207,3672.99658203,1400.3269043
29596962,"2019-07-26","Eurosta solidaginis",44.3977916,-92.1011478,"https://www.inaturalist.org/observations/29596962","Gall","","developing","developing",207,3317.92993164,1340.3059082
29643135,"2019-07-27","Eurosta solidaginis",41.6724116,-74.9852172,"https://www.inaturalist.org/observations/29643135","Gall","","developing","developing",208,3388.68823242,1291.99389648
29674856,"2019-07-27","Eurosta solidaginis",41.3571699407,-87.9453292793,"https://www.inaturalist.org/observations/29674856","Gall","","developing","developing",208,3838.88598633,1651.13012695
29676753,"2019-07-27","Eurosta solidaginis",40.8007383333,-81.6874616667,"https://www.inaturalist.org/observations/29676753","Gall","","developing","developing",208,3982.12939453,1643.45275879
29708062,"2019-07-28","Eurosta solidaginis",43.1602882459,-79.044152314,"https://www.inaturalist.org/observations/29708062","Gall","","developing","developing",209,3499.28833008,1389.9050293
29714955,"2019-07-28","Eurosta solidaginis",39.9161495719,-84.1682144117,"https://www.inaturalist.org/observations/29714955","Gall","","developing","developing",209,4494.19287109,1991.59033203
29716260,"2019-07-28","Eurosta solidaginis",44.2578,-73.792,"https://www.inaturalist.org/observations/29716260","Gall","","developing","developing",209,3112.45092773,1149.6048584
29722032,"2019-07-28","Eurosta solidaginis",45.5101852417,-93.7071533203,"https://www.inaturalist.org/observations/29722032","Gall","","developing","developing",209,3107.86132812,1258.93688965
29730426,"2019-07-28","Eurosta solidaginis",45.5048522949,-93.7159576416,"https://www.inaturalist.org/observations/29730426","Gall","","developing","developing",209,3107.86132812,1258.93688965
29731014,"2019-07-28","Eurosta solidaginis",39.0886344912,-84.2874162908,"https://www.inaturalist.org/observations/29731014","Gall","","developing","developing",209,4773.2578125,2141.28759766
29733359,"2019-07-28","Eurosta solidaginis",39.0885002051,-84.2877838071,"https://www.inaturalist.org/observations/29733359","Gall","","developing","developing",209,4773.2578125,2141.28759766
29737419,"2019-07-28","Eurosta solidaginis",42.2732083333,-72.7728283333,"https://www.inaturalist.org/observations/29737419","Gall","","developing","developing",209,3507.28076172,1390.89501953
29776905,"2019-07-28","Eurosta solidaginis",41.5465281898,-73.7232101101,"https://www.inaturalist.org/observations/29776905","Gall","","developing","developing",209,3739.41674805,1510.04602051
29795047,"2019-07-29","Eurosta solidaginis",46.3185865,-95.67540075,"https://www.inaturalist.org/observations/29795047","Gall","","developing","developing",210,3071.01513672,1269.59289551
29814138,"2019-07-29","Eurosta solidaginis",39.6433906555,-78.9396209717,"https://www.inaturalist.org/observations/29814138","Gall","","developing","developing",210,4029.46972656,1636.73876953
29814688,"2019-07-29","Eurosta solidaginis",39.5018908272,-79.3253287877,"https://www.inaturalist.org/observations/29814688","Gall","","developing","developing",210,3676.0847168,1370.78857422
29816185,"2019-07-29","Eurosta solidaginis",41.7615505401,-75.8974241932,"https://www.inaturalist.org/observations/29816185","Gall","","developing","developing",210,3427.19970703,1300.71459961
29816260,"2019-07-29","Eurosta solidaginis",40.78387,-81.9158466667,"https://www.inaturalist.org/observations/29816260","Gall","","developing","developing",210,4122.39453125,1730.09558105
29816389,"2019-07-29","Eurosta solidaginis",40.7842416667,-81.9165633333,"https://www.inaturalist.org/observations/29816389","Gall","","developing","developing",210,4122.39453125,1730.09558105
29870829,"2019-07-30","Eurosta solidaginis",44.1,-92.45,"https://www.inaturalist.org/observations/29870829","Gall","","developing","developing",211,3463.31567383,1417.72424316
29881200,"2019-07-30","Eurosta solidaginis",42.2450920567,-90.2685388271,"https://www.inaturalist.org/observations/29881200","Gall","","developing","developing",211,3866.9206543,1669.34619141
29891036,"2019-07-27","Eurosta solidaginis",44.908713,-73.237479,"https://www.inaturalist.org/observations/29891036","Gall","","developing","developing",208,2730.79736328,972.791137695
29912335,"2019-07-31","Eurosta solidaginis",43.2904512441,-88.4728076422,"https://www.inaturalist.org/observations/29912335","Gall","","developing","developing",212,3421.71679688,1367.56738281
29941905,"2019-07-31","Eurosta solidaginis",45.1756466667,-93.155625,"https://www.inaturalist.org/observations/29941905","Gall","","developing","developing",212,3337.37866211,1372.39111328
29945811,"2019-07-31","Eurosta solidaginis",43.73080658,-95.06840829,"https://www.inaturalist.org/observations/29945811","Gall","","developing","developing",212,3380.36230469,1398.21203613
29949519,"2019-07-31","Eurosta solidaginis",41.29338242,-82.34729865,"https://www.inaturalist.org/observations/29949519","Gall","","developing","developing",212,4088.7434082,1729.83483887
29951640,"2019-07-31","Eurosta solidaginis",44.86095,-93.216775,"https://www.inaturalist.org/observations/29951640","Gall","","developing","developing",212,3552.43432617,1503.25097656
29955867,"2019-07-31","Eurosta solidaginis",43.21013011,-73.05178666,"https://www.inaturalist.org/observations/29955867","Gall","","developing","developing",212,3241.08740234,1146.66174316
29962881,"2019-07-31","Eurosta solidaginis",41.0095989425,-80.0092497748,"https://www.inaturalist.org/observations/29962881","Gall","","developing","developing",212,4071.3190918,1670.92053223
29977629,"2019-07-31","Eurosta solidaginis",35.6040166667,-83.8074866667,"https://www.inaturalist.org/observations/29977629","Gall","","developing","developing",212,6019.39648438,2776.86669922
30040162,"2019-08-02","Eurosta solidaginis",42.74311958,-77.88907938,"https://www.inaturalist.org/observations/30040162","Gall","","developing","developing",214,3849.24462891,1564.3157959
30076345,"2019-08-02","Eurosta solidaginis",37.7404014767,-97.2669123207,"https://www.inaturalist.org/observations/30076345","Gall","","developing","developing",214,5137.08007812,2402.80957031
30097546,"2019-08-03","Eurosta solidaginis",43.6764916219,-72.3039873876,"https://www.inaturalist.org/observations/30097546","Gall","","developing","developing",215,3435.65893555,1346.93005371
30126790,"2019-08-03","Eurosta solidaginis",44.9754616667,-93.3209,"https://www.inaturalist.org/observations/30126790","Gall","","developing","developing",215,3694.48876953,1593.50341797
30167113,"2019-08-04","Eurosta solidaginis",45.5605575024,-84.6765918565,"https://www.inaturalist.org/observations/30167113","Gall","","developing","developing",216,2906.52197266,1042.71203613
30175381,"2019-06-15","Eurosta solidaginis",35.1282528333,-85.2202916667,"https://www.inaturalist.org/observations/30175381","Gall","","developing","developing",166,4066.35253906,1584.47607422
30204762,"2019-08-03","Eurosta solidaginis",43.4172283333,-73.7105166667,"https://www.inaturalist.org/observations/30204762","Gall","","developing","developing",215,3734.37792969,1523.67211914
30217899,"2019-08-04","Eurosta solidaginis",42.9613674712,-77.6843427269,"https://www.inaturalist.org/observations/30217899","Gall","","dormfall","dormfall",216,3779.73779297,1512.78210449
30252597,"2019-08-05","Eurosta solidaginis",42.7707353281,-70.920738671,"https://www.inaturalist.org/observations/30252597","Gall","","developing","developing",217,3953.34814453,1580.22741699
30268835,"2019-08-05","Eurosta solidaginis",42.6183921425,-78.0675358047,"https://www.inaturalist.org/observations/30268835","Gall","","developing","developing",217,3691.00561523,1452.0859375
30268912,"2019-08-02","Eurosta solidaginis",40.60746427,-74.5854028293,"https://www.inaturalist.org/observations/30268912","Gall","","developing","developing",214,4472.47558594,1963.24938965
30276615,"2019-08-05","Eurosta solidaginis",43.1471445,-73.0963666667,"https://www.inaturalist.org/observations/30276615","Gall","","developing","developing",217,3210.80273438,1090.43005371
30280539,"2019-08-05","Eurosta solidaginis",40.0949488208,-88.1973789354,"https://www.inaturalist.org/observations/30280539","Gall","","developing","developing",217,4633.58544922,2130.66748047
30283447,"2019-07-27","Eurosta solidaginis",44.4757951406,-73.1852435341,"https://www.inaturalist.org/observations/30283447","Gall","","developing","developing",208,3243.59838867,1251.24206543
30283612,"2019-08-04","Eurosta solidaginis",44.9028358626,-93.197576299,"https://www.inaturalist.org/observations/30283612","Gall","","developing","developing",216,3723.08203125,1604.10510254
30297526,"2019-07-06","Eurosta solidaginis",45.4942686674,-93.2281384759,"https://www.inaturalist.org/observations/30297526","Gall","","developing","developing",187,2252.38378906,776.654418945
30320663,"2019-08-06","Eurosta solidaginis",42.6433633827,-71.3494544943,"https://www.inaturalist.org/observations/30320663","Gall","","developing","developing",218,4119.97314453,1736.71069336
30323744,"2019-08-06","Eurosta solidaginis",43.64296923,-72.41075158,"https://www.inaturalist.org/observations/30323744","Gall","","developing","developing",218,3498.09204102,1379.69897461
30325259,"2019-08-06","Eurosta solidaginis",44.1661521431,-68.3979109384,"https://www.inaturalist.org/observations/30325259","Gall","","developing","developing",218,2718.32177734,686.914978027
30342228,"2019-07-20","Eurosta solidaginis",44.2667756726,-90.8594150288,"https://www.inaturalist.org/observations/30342228","Gall","","developing","developing",201,2843.890625,1067.75024414
30346811,"2019-08-06","Eurosta solidaginis",47.3839116667,-91.207555,"https://www.inaturalist.org/observations/30346811","Gall","","developing","developing",218,2676.55395508,878.462036133
30370642,"2019-08-06","Eurosta solidaginis",46.4721475,-84.3534873,"https://www.inaturalist.org/observations/30370642","Gall","","developing","developing",218,2948.89404297,1084.1751709
30377738,"2019-08-07","Eurosta solidaginis",40.5649054516,-75.9949149471,"https://www.inaturalist.org/observations/30377738","Gall","","developing","developing",219,4484.13867188,1981.60131836
30382847,"2019-08-07","Eurosta solidaginis",43.0402735295,-88.4069271014,"https://www.inaturalist.org/observations/30382847","Gall","","developing","developing",219,3741.51416016,1542.22119141
30393439,"2019-08-04","Eurosta solidaginis",44.6379956,-73.1625679,"https://www.inaturalist.org/observations/30393439","Gall","","developing","developing",216,3585.53540039,1456.1361084
30398320,"2019-08-05","Eurosta solidaginis",41.5091514587,-81.2980575562,"https://www.inaturalist.org/observations/30398320","Gall","","developing","developing",217,4119.36083984,1700.3326416
30484465,"2019-08-09","Eurosta solidaginis",43.3241645666,-89.3744718098,"https://www.inaturalist.org/observations/30484465","Gall","","developing","developing",221,3864.66210938,1622.06896973
30488614,"2019-08-06","Eurosta solidaginis",45.0646498378,-95.8609711252,"https://www.inaturalist.org/observations/30488614","Gall","","dormfall","dormfall",218,3632.65112305,1565.92687988
30492661,"2019-08-09","Eurosta solidaginis",40.7576753,-89.5740782,"https://www.inaturalist.org/observations/30492661","Gall","","developing","developing",221,4795.72070312,2227.84082031
30523836,"2019-08-09","Eurosta solidaginis",41.2313111111,-93.9520888889,"https://www.inaturalist.org/observations/30523836","Gall","","developing","developing",221,4656.60839844,2113.45068359
30547848,"2019-08-10","Eurosta solidaginis",42.0849156892,-91.7661627197,"https://www.inaturalist.org/observations/30547848","Gall","Larva","developing","developingLarva",222,4364.25097656,1976.75830078
30571110,"2019-08-10","Eurosta solidaginis",46.7417133333,-100.7823633333,"https://www.inaturalist.org/observations/30571110","Gall","","dormfall","dormfall",222,3474.52905273,1406.95080566
30591893,"2019-08-10","Eurosta solidaginis",41.7252,-87.8619472222,"https://www.inaturalist.org/observations/30591893","Gall","","developing","developing",222,4433.72167969,1990.1595459
30605406,"2019-08-10","Eurosta solidaginis",42.1862211685,-74.3880060028,"https://www.inaturalist.org/observations/30605406","Gall","","dormfall","dormfall",222,3668.06469727,1403.99023438
30628874,"2019-08-09","Eurosta solidaginis",44.7897192976,-92.955590319,"https://www.inaturalist.org/observations/30628874","Gall","","dormfall","dormfall",221,3779.68334961,1572.19067383
30633392,"2019-08-06","Eurosta solidaginis",42.3429866667,-72.567275,"https://www.inaturalist.org/observations/30633392","Gall","","developing","developing",218,4057.49511719,1708.00097656
30633927,"2019-08-10","Eurosta solidaginis",42.4182130833,-89.8290480833,"https://www.inaturalist.org/observations/30633927","Gall","","developing","developing",222,4036.66015625,1722.3828125
30638247,"2019-08-11","Eurosta solidaginis",46.6350533333,-100.5968333333,"https://www.inaturalist.org/observations/30638247","Gall","","developing","developing",223,3564.0078125,1483.23498535
30640024,"2019-08-11","Eurosta solidaginis",43.5632829042,-71.7313240182,"https://www.inaturalist.org/observations/30640024","Gall","","developing","developing",223,3743.76416016,1516.17443848
30717346,"2019-08-12","Eurosta solidaginis",42.7343083313,-96.1955907662,"https://www.inaturalist.org/observations/30717346","Gall","","developing","developing",224,4303.44726562,1925.60266113
30759567,"2019-08-13","Eurosta solidaginis",35.52015,-86.3339216667,"https://www.inaturalist.org/observations/30759567","Gall","","developing","developing",225,6417.59228516,3028.59716797
30780702,"2019-08-11","Eurosta solidaginis",42.4245483333,-83.9360033333,"https://www.inaturalist.org/observations/30780702","Gall","","developing","developing",223,4052.0324707,1673.70227051
30785425,"2019-08-13","Eurosta solidaginis",44.2307891846,-72.1895065308,"https://www.inaturalist.org/observations/30785425","Gall","","developing","developing",225,3320.44018555,1218.61706543
30794500,"2019-08-13","Eurosta solidaginis",46.6522033333,-92.3731166667,"https://www.inaturalist.org/observations/30794500","Gall","","dormfall","dormfall",225,3198.35644531,1195.30688477
30815635,"2019-08-14","Eurosta solidaginis",44.2919425964,-86.3099975586,"https://www.inaturalist.org/observations/30815635","Gall","","developing","developing",226,3380.20092773,1216.47436523
30819748,"2019-08-13","Eurosta solidaginis",44.3048833333,-72.90805,"https://www.inaturalist.org/observations/30819748","Gall","","dormfall","dormfall",225,3183.37939453,1125.91687012
30885514,"2019-08-15","Eurosta solidaginis",40.673145,-81.8749916667,"https://www.inaturalist.org/observations/30885514","Gall","","developing","developing",227,4863.36376953,2146.41772461
30933712,"2019-08-16","Eurosta solidaginis",39.8740773742,-84.2749976088,"https://www.inaturalist.org/observations/30933712","Gall","","developing","developing",228,5189.27246094,2377.89697266
30940941,"2019-08-16","Eurosta solidaginis",40.934778444,-88.7121014022,"https://www.inaturalist.org/observations/30940941","Gall","","developing","developing",228,4835.36425781,2235.96801758
30967709,"2019-08-16","Eurosta solidaginis",40.8010997778,-77.9448538333,"https://www.inaturalist.org/observations/30967709","Gall","","developing","developing",228,4580.89892578,1981.77087402
30968389,"2019-08-10","Eurosta solidaginis",45.4945761443,-93.2285324873,"https://www.inaturalist.org/observations/30968389","Gall","","developing","developing",222,3621.40966797,1515.68029785
31004841,"2019-08-17","Eurosta solidaginis",42.59589,-72.1083416667,"https://www.inaturalist.org/observations/31004841","Gall","","developing","developing",229,4166.45751953,1695.03112793
31005715,"2019-08-16","Eurosta solidaginis",45.4988105916,-93.2292341298,"https://www.inaturalist.org/observations/31005715","Gall","","developing","developing",228,3841.91870117,1628.18908691
31006998,"2019-08-17","Eurosta solidaginis",40.8355966667,-81.9561833333,"https://www.inaturalist.org/observations/31006998","Gall","","developing","developing",229,4771.14941406,2073.70654297
31009469,"2019-08-17","Eurosta solidaginis",43.5179674713,-76.2322730283,"https://www.inaturalist.org/observations/31009469","Gall","","developing","developing",229,3517.63964844,1227.82397461
31058192,"2019-08-18","Eurosta solidaginis",42.8329114698,-77.2960552858,"https://www.inaturalist.org/observations/31058192","Gall","","developing","developing",230,4321.34912109,1818.75476074
31091345,"2019-08-18","Eurosta solidaginis",44.0729252422,-92.5198656099,"https://www.inaturalist.org/observations/31091345","Gall","Larva","developing","developingLarva",230,4127.72314453,1757.79772949
31093906,"2019-08-03","Eurosta solidaginis",44.0587905952,-90.1712455817,"https://www.inaturalist.org/observations/31093906","Gall","","developing","developing",215,3451.33740234,1372.22900391
31145999,"2019-08-19","Eurosta solidaginis",44.4544116667,-88.0203028333,"https://www.inaturalist.org/observations/31145999","Gall","","developing","developing",231,4029.45263672,1688.16491699
31187031,"2019-08-20","Eurosta solidaginis",46.49954839,-94.21033925,"https://www.inaturalist.org/observations/31187031","Gall","","developing","developing",232,3691.87939453,1518.48815918
31188347,"2019-08-19","Eurosta solidaginis",42.7676845868,-70.9161348311,"https://www.inaturalist.org/observations/31188347","Gall","","developing","developing",231,4498.83837891,1873.71740723
