"","date","longitude","latitude","AGDD32","AGDD50","doy"
"1818",2021-04-17,-120,33,NA,NA,107
"1819",2021-04-17,-120,35,1846.05187988,331.334503174,107
"1820",2021-04-17,-120,37,NA,NA,107
"1821",2021-04-17,-120,39,555.821350098,0,107
"1822",2021-04-17,-120,41,611.027404785,12.0059432983,107
"1823",2021-04-17,-120,43,665.162109375,8.10897064209,107
"1824",2021-04-17,-120,45,445.598571777,1.90800094604,107
"1825",2021-04-17,-120,47,1134.9354248,63.9987945557,107
"1826",2021-04-17,-120,49,20.3129653931,0,107
"1827",2021-04-17,-115,29,NA,NA,107
"1828",2021-04-17,-115,31,NA,NA,107
"1829",2021-04-17,-115,33,3196.24145508,1281.3737793,107
"1830",2021-04-17,-115,35,2431.58300781,650.897277832,107
"1831",2021-04-17,-115,37,NA,NA,107
"1832",2021-04-17,-115,39,602.558288574,26.7659416199,107
"1833",2021-04-17,-115,41,346.796356201,5.45397567749,107
"1834",2021-04-17,-115,43,593.918579102,29.9159622192,107
"1835",2021-04-17,-115,45,131.264678955,0,107
"1836",2021-04-17,-115,47,131.111694336,0,107
"1837",2021-04-17,-115,49,47.5288505554,0,107
"1838",2021-04-17,-110,29,NA,NA,107
"1839",2021-04-17,-110,31,NA,NA,107
"1840",2021-04-17,-110,33,2427.31713867,654.227355957,107
"1841",2021-04-17,-110,35,1065.53588867,121.292800903,107
"1842",2021-04-17,-110,37,NA,NA,107
"1843",2021-04-17,-110,39,924.686218262,111.230911255,107
"1844",2021-04-17,-110,41,122.471786499,0,107
"1845",2021-04-17,-110,43,53.5408554077,0,107
"1846",2021-04-17,-110,45,82.8718032837,0,107
"1847",2021-04-17,-110,47,435.48260498,14.3279762268,107
"1848",2021-04-17,-110,49,299.132507324,1.33199310303,107
"1849",2021-04-17,-105,29,NA,NA,107
"1850",2021-04-17,-105,31,1977.62304688,446.903289795,107
"1851",2021-04-17,-105,33,1697.56091309,304.388549805,107
"1852",2021-04-17,-105,35,1120.72412109,113.687866211,107
"1853",2021-04-17,-105,37,NA,NA,107
"1854",2021-04-17,-105,39,187.77583313,1.81799697876,107
"1855",2021-04-17,-105,41,393.335632324,23.1119766235,107
"1856",2021-04-17,-105,43,380.159515381,23.7059402466,107
"1857",2021-04-17,-105,45,398.186737061,20.528968811,107
"1858",2021-04-17,-105,47,428.525634766,17.7389068604,107
"1859",2021-04-17,-105,49,318.041625977,3.1499786377,107
"1860",2021-04-17,-100,29,2849.29980469,1134.82727051,107
"1861",2021-04-17,-100,31,2001.80664062,516.608581543,107
"1862",2021-04-17,-100,33,1902.72509766,469.430297852,107
"1863",2021-04-17,-100,35,1447.09143066,228.131774902,107
"1864",2021-04-17,-100,37,NA,NA,107
"1865",2021-04-17,-100,39,943.937072754,123.97480011,107
"1866",2021-04-17,-100,41,593.792419434,57.7349624634,107
"1867",2021-04-17,-100,43,580.616455078,61.4520111084,107
"1868",2021-04-17,-100,45,453.46472168,35.2619743347,107
"1869",2021-04-17,-100,47,325.196594238,8.00098419189,107
"1870",2021-04-17,-100,49,203.984848022,0.908996582031,107
"1871",2021-04-17,-95,29,NA,NA,107
"1872",2021-04-17,-95,31,2530.45703125,862.49621582,107
"1873",2021-04-17,-95,33,2033.77453613,510.695495605,107
"1874",2021-04-17,-95,35,1699.27124023,370.700561523,107
"1875",2021-04-17,-95,37,NA,NA,107
"1876",2021-04-17,-95,39,1054.31323242,148.805908203,107
"1877",2021-04-17,-95,41,745.019287109,112.31980896,107
"1878",2021-04-17,-95,43,535.103637695,69.848991394,107
"1879",2021-04-17,-95,45,441.962432861,38.1059265137,107
"1880",2021-04-17,-95,47,278.117645264,9.94496154785,107
"1881",2021-04-17,-95,49,79.1277770996,0,107
"1882",2021-04-17,-90,29,NA,NA,107
"1883",2021-04-17,-90,31,2425.23828125,771.020385742,107
"1884",2021-04-17,-90,33,2058.79443359,583.415527344,107
"1885",2021-04-17,-90,35,1788.19104004,462.041320801,107
"1886",2021-04-17,-90,37,NA,NA,107
"1887",2021-04-17,-90,39,1008.18841553,150.893768311,107
"1888",2021-04-17,-90,41,735.605529785,100.448852539,107
"1889",2021-04-17,-90,43,545.732666016,73.56590271,107
"1890",2021-04-17,-90,45,383.372802734,44.324886322,107
"1891",2021-04-17,-90,47,NA,NA,107
"1892",2021-04-17,-90,49,NA,NA,107
"1893",2021-04-17,-85,29,NA,NA,107
"1894",2021-04-17,-85,31,2687.77709961,890.657226562,107
"1895",2021-04-17,-85,33,2095.55029297,522.854431152,107
"1896",2021-04-17,-85,35,1687.57983398,358.361572266,107
"1897",2021-04-17,-85,37,NA,NA,107
"1898",2021-04-17,-85,39,1034.45922852,189.710632324,107
"1899",2021-04-17,-85,41,728.081481934,123.740783691,107
"1900",2021-04-17,-85,43,562.805480957,89.8828277588,107
"1901",2021-04-17,-85,45,494.00970459,98.7119140625,107
"1902",2021-04-17,-85,47,NA,NA,107
"1903",2021-04-17,-85,49,NA,NA,107
"1904",2021-04-17,-80,29,NA,NA,107
"1905",2021-04-17,-80,31,NA,NA,107
"1906",2021-04-17,-80,33,2471.88574219,743.804321289,107
"1907",2021-04-17,-80,35,1827.29638672,428.084655762,107
"1908",2021-04-17,-80,37,NA,NA,107
"1909",2021-04-17,-80,39,843.416381836,127.88079834,107
"1910",2021-04-17,-80,41,676.376708984,103.508850098,107
"1911",2021-04-17,-80,43,NA,NA,107
"1912",2021-04-17,-80,45,NA,NA,107
"1913",2021-04-17,-80,47,NA,NA,107
"1914",2021-04-17,-80,49,NA,NA,107
"1915",2021-04-17,-75,29,NA,NA,107
"1916",2021-04-17,-75,31,NA,NA,107
"1917",2021-04-17,-75,33,NA,NA,107
"1918",2021-04-17,-75,35,NA,NA,107
"1919",2021-04-17,-75,37,NA,NA,107
"1920",2021-04-17,-75,39,1001.16815186,55.9797859192,107
"1921",2021-04-17,-75,41,643.058349609,64.9077682495,107
"1922",2021-04-17,-75,43,513.152587891,78.6148529053,107
"1923",2021-04-17,-75,45,NA,NA,107
"1924",2021-04-17,-75,47,NA,NA,107
"1925",2021-04-17,-75,49,NA,NA,107
"1926",2021-04-17,-70,29,NA,NA,107
"1927",2021-04-17,-70,31,NA,NA,107
"1928",2021-04-17,-70,33,NA,NA,107
"1929",2021-04-17,-70,35,NA,NA,107
"1930",2021-04-17,-70,37,NA,NA,107
"1931",2021-04-17,-70,39,NA,NA,107
"1932",2021-04-17,-70,41,NA,NA,107
"1933",2021-04-17,-70,43,NA,NA,107
"1934",2021-04-17,-70,45,331.010528564,14.273979187,107
"1935",2021-04-17,-70,47,NA,NA,107
"1936",2021-04-17,-70,49,NA,NA,107
"1937",2021-04-24,-120,29,NA,NA,114
"1938",2021-04-24,-120,31,NA,NA,114
"1939",2021-04-24,-120,33,NA,NA,114
"1940",2021-04-24,-120,35,2024.08984375,384.227416992,114
"1941",2021-04-24,-120,37,NA,NA,114
"1942",2021-04-24,-120,39,651.617370605,0,114
"1943",2021-04-24,-120,41,740.03338623,21.0508918762,114
"1944",2021-04-24,-120,43,782.594055176,11.1869354248,114
"1945",2021-04-24,-120,45,547.028442383,9.65699005127,114
"1946",2021-04-24,-120,47,1325.95117188,129.014678955,114
"1947",2021-04-24,-120,49,53.0008850098,0,114
"1948",2021-04-24,-115,29,NA,NA,114
"1949",2021-04-24,-115,31,NA,NA,114
"1950",2021-04-24,-115,33,3470.16552734,1429.29760742,114
"1951",2021-04-24,-115,35,2665.29443359,758.609191895,114
"1952",2021-04-24,-115,37,NA,NA,114
"1953",2021-04-24,-115,39,705.086242676,29.0518951416,114
"1954",2021-04-24,-115,41,423.026306152,5.45397567749,114
"1955",2021-04-24,-115,43,705.392578125,30.5279350281,114
"1956",2021-04-24,-115,45,159.48866272,0,114
"1957",2021-04-24,-115,47,162.107574463,0,114
"1958",2021-04-24,-115,49,63.1438064575,0,114
"1959",2021-04-24,-110,29,NA,NA,114
"1960",2021-04-24,-110,31,NA,NA,114
"1961",2021-04-24,-110,33,2660.76831055,761.678222656,114
"1962",2021-04-24,-110,35,1203.95581055,140.795730591,114
"1963",2021-04-24,-110,37,NA,NA,114
"1964",2021-04-24,-110,39,1057.04919434,126.33290863,114
"1965",2021-04-24,-110,41,138.536773682,0,114
"1966",2021-04-24,-110,43,56.8708190918,0,114
"1967",2021-04-24,-110,45,91.6737670898,0,114
"1968",2021-04-24,-110,47,461.366485596,14.3279762268,114
"1969",2021-04-24,-110,49,324.656433105,1.33199310303,114
"1970",2021-04-24,-105,29,NA,NA,114
"1971",2021-04-24,-105,31,2116.6730957,468.170257568,114
"1972",2021-04-24,-105,33,1805.83093262,316.475494385,114
"1973",2021-04-24,-105,35,1199.72595215,113.687866211,114
"1974",2021-04-24,-105,37,NA,NA,114
"1975",2021-04-24,-105,39,195.596801758,1.81799697876,114
"1976",2021-04-24,-105,41,415.367553711,23.1119766235,114
"1977",2021-04-24,-105,43,410.255493164,23.7059402466,114
"1978",2021-04-24,-105,45,421.10067749,20.528968811,114
"1979",2021-04-24,-105,47,455.597595215,17.7389068604,114
"1980",2021-04-24,-105,49,348.452606201,3.1499786377,114
"1981",2021-04-24,-100,29,3058.38769531,1217.91516113,114
"1982",2021-04-24,-100,31,2147.03051758,542.294555664,114
"1983",2021-04-24,-100,33,2047.97595215,502.739318848,114
"1984",2021-04-24,-100,35,1567.01635742,241.712738037,114
"1985",2021-04-24,-100,37,NA,NA,114
"1986",2021-04-24,-100,39,1011.41894531,124.136779785,114
"1987",2021-04-24,-100,41,636.587402344,57.7349624634,114
"1988",2021-04-24,-100,43,612.206420898,61.4520111084,114
"1989",2021-04-24,-100,45,485.738708496,35.2619743347,114
"1990",2021-04-24,-100,47,354.176544189,8.00098419189,114
"1991",2021-04-24,-100,49,231.14680481,0.908996582031,114
"1992",2021-04-24,-95,29,NA,NA,114
"1993",2021-04-24,-95,31,2712.86938477,918.90814209,114
"1994",2021-04-24,-95,33,2186.61254883,539.324462891,114
"1995",2021-04-24,-95,35,1823.27307129,388.412506104,114
"1996",2021-04-24,-95,37,NA,NA,114
"1997",2021-04-24,-95,39,1140.39819336,149.867919922,114
"1998",2021-04-24,-95,41,815.696166992,112.31980896,114
"1999",2021-04-24,-95,43,597.581542969,69.848991394,114
"2000",2021-04-24,-95,45,496.286315918,38.1059265137,114
"2001",2021-04-24,-95,47,316.844573975,9.94496154785,114
"2002",2021-04-24,-95,49,92.1597061157,0,114
"2003",2021-04-24,-90,29,NA,NA,114
"2004",2021-04-24,-90,31,2611.03417969,830.816345215,114
"2005",2021-04-24,-90,33,2222.12646484,621.593505859,114
"2006",2021-04-24,-90,35,1942.36987305,493.775268555,114
"2007",2021-04-24,-90,37,NA,NA,114
"2008",2021-04-24,-90,39,1114.86523438,159.974685669,114
"2009",2021-04-24,-90,41,827.216491699,103.805831909,114
"2010",2021-04-24,-90,43,619.982543945,74.48387146,114
"2011",2021-04-24,-90,45,430.847747803,44.324886322,114
"2012",2021-04-24,-90,47,NA,NA,114
"2013",2021-04-24,-90,49,NA,NA,114
"2014",2021-04-24,-85,29,NA,NA,114
"2015",2021-04-24,-85,31,2909.03271484,985.913146973,114
"2016",2021-04-24,-85,33,2267.89135742,572.984375,114
"2017",2021-04-24,-85,35,1826.03588867,384.983520508,114
"2018",2021-04-24,-85,37,NA,NA,114
"2019",2021-04-24,-85,39,1140.23620605,194.49861145,114
"2020",2021-04-24,-85,41,802.322265625,123.740783691,114
"2021",2021-04-24,-85,43,626.903381348,89.8828277588,114
"2022",2021-04-24,-85,45,544.823669434,99.50390625,114
"2023",2021-04-24,-85,47,NA,NA,114
"2024",2021-04-24,-85,49,NA,NA,114
"2025",2021-04-24,-80,29,NA,NA,114
"2026",2021-04-24,-80,31,NA,NA,114
"2027",2021-04-24,-80,33,2689.34375,835.262268066,114
"2028",2021-04-24,-80,35,1993.34631348,470.420562744,114
"2029",2021-04-24,-80,37,NA,NA,114
"2030",2021-04-24,-80,39,925.163330078,130.72479248,114
"2031",2021-04-24,-80,41,742.949584961,104.813850403,114
"2032",2021-04-24,-80,43,NA,NA,114
"2033",2021-04-24,-80,45,NA,NA,114
"2034",2021-04-24,-80,47,NA,NA,114
"2035",2021-04-24,-80,49,NA,NA,114
"2036",2021-04-24,-75,29,NA,NA,114
"2037",2021-04-24,-75,31,NA,NA,114
"2038",2021-04-24,-75,33,NA,NA,114
"2039",2021-04-24,-75,35,NA,NA,114
"2040",2021-04-24,-75,37,NA,NA,114
"2041",2021-04-24,-75,39,1140.73120117,74.0606918335,114
"2042",2021-04-24,-75,41,757.331359863,71.5947265625,114
"2043",2021-04-24,-75,43,582.569519043,78.6148529053,114
"2044",2021-04-24,-75,45,NA,NA,114
"2045",2021-04-24,-75,47,NA,NA,114
"2046",2021-04-24,-75,49,NA,NA,114
"2047",2021-04-24,-70,29,NA,NA,114
"2048",2021-04-24,-70,31,NA,NA,114
"2049",2021-04-24,-70,33,NA,NA,114
"2050",2021-04-24,-70,35,NA,NA,114
"2051",2021-04-24,-70,37,NA,NA,114
"2052",2021-04-24,-70,39,NA,NA,114
"2053",2021-04-24,-70,41,NA,NA,114
"2054",2021-04-24,-70,43,NA,NA,114
"2055",2021-04-24,-70,45,394.028442383,14.273979187,114
"2056",2021-04-24,-70,47,NA,NA,114
"2057",2021-04-24,-70,49,NA,NA,114
"2058",2021-05-01,-120,29,NA,NA,121
"2059",2021-05-01,-120,31,NA,NA,121
"2060",2021-05-01,-120,33,NA,NA,121
"2061",2021-05-01,-120,35,2189.5546875,439.955352783,121
"2062",2021-05-01,-120,37,NA,NA,121
"2063",2021-05-01,-120,39,726.776428223,6.37199020386,121
"2064",2021-05-01,-120,41,858.707275391,50.4718971252,121
"2065",2021-05-01,-120,43,902.402038574,37.3859176636,121
"2066",2021-05-01,-120,45,656.918457031,30.9959831238,121
"2067",2021-05-01,-120,47,1522.56494141,199.628555298,121
"2068",2021-05-01,-120,49,83.6638412476,0,121
"2069",2021-05-01,-115,29,NA,NA,121
"2070",2021-05-01,-115,31,NA,NA,121
"2071",2021-05-01,-115,33,3741.71337891,1574.84545898,121
"2072",2021-05-01,-115,35,2904.80200195,872.11706543,121
"2073",2021-05-01,-115,37,NA,NA,121
"2074",2021-05-01,-115,39,832.193115234,57.8338737488,121
"2075",2021-05-01,-115,41,515.258239746,19.6199760437,121
"2076",2021-05-01,-115,43,840.176635742,61.4879150391,121
"2077",2021-05-01,-115,45,241.487548828,9.84594726562,121
"2078",2021-05-01,-115,47,230.426513672,0.539970397949,121
"2079",2021-05-01,-115,49,104.696731567,0,121
"2080",2021-05-01,-110,29,NA,NA,121
"2081",2021-05-01,-110,31,NA,NA,121
"2082",2021-05-01,-110,33,2895.31713867,870.227172852,121
"2083",2021-05-01,-110,35,1365.15466309,180.413650513,121
"2084",2021-05-01,-110,37,NA,NA,121
"2085",2021-05-01,-110,39,1247.2010498,192.149856567,121
"2086",2021-05-01,-110,41,227.123657227,7.67694854736,121
"2087",2021-05-01,-110,43,110.762687683,0,121
"2088",2021-05-01,-110,45,143.522720337,0.837005615234,121
"2089",2021-05-01,-110,47,566.918395996,33.9569778442,121
"2090",2021-05-01,-110,49,430.226318359,22.7699394226,121
"2091",2021-05-01,-105,29,NA,NA,121
"2092",2021-05-01,-105,31,2325.67089844,551.168212891,121
"2093",2021-05-01,-105,33,1997.80090332,383.408477783,121
"2094",2021-05-01,-105,35,1372.86779785,161.729827881,121
"2095",2021-05-01,-105,37,NA,NA,121
"2096",2021-05-01,-105,39,278.162780762,4.26597595215,121
"2097",2021-05-01,-105,41,544.076477051,47.1689147949,121
"2098",2021-05-01,-105,43,547.937438965,47.9609375,121
"2099",2021-05-01,-105,45,534.248657227,38.2769203186,121
"2100",2021-05-01,-105,47,584.594482422,42.7318916321,121
"2101",2021-05-01,-105,49,440.783569336,14.3999671936,121
"2102",2021-05-01,-100,29,3349.28564453,1382.81298828,121
"2103",2021-05-01,-100,31,2395.92553711,665.18951416,121
"2104",2021-05-01,-100,33,2306.51000977,635.273254395,121
"2105",2021-05-01,-100,35,1810.12438965,358.820709229,121
"2106",2021-05-01,-100,37,NA,NA,121
"2107",2021-05-01,-100,39,1203.67675781,190.394683838,121
"2108",2021-05-01,-100,41,804.347351074,104.651885986,121
"2109",2021-05-01,-100,43,769.292358398,101.915916443,121
"2110",2021-05-01,-100,45,594.620605469,43.6499214172,121
"2111",2021-05-01,-100,47,443.177429199,14.6609840393,121
"2112",2021-05-01,-100,49,289.55670166,2.19597625732,121
"2113",2021-05-01,-95,29,NA,NA,121
"2114",2021-05-01,-95,31,2996.27929688,1076.31811523,121
"2115",2021-05-01,-95,33,2442.58154297,669.293395996,121
"2116",2021-05-01,-95,35,2056.14794922,495.287445068,121
"2117",2021-05-01,-95,37,NA,NA,121
"2118",2021-05-01,-95,39,1364.40820312,247.877838135,121
"2119",2021-05-01,-95,41,1013.73199463,184.355712891,121
"2120",2021-05-01,-95,43,738.890441895,98.9819412231,121
"2121",2021-05-01,-95,45,598.346191406,43.8118858337,121
"2122",2021-05-01,-95,47,371.825561523,9.94496154785,121
"2123",2021-05-01,-95,49,126.845611572,0,121
"2124",2021-05-01,-90,29,NA,NA,121
"2125",2021-05-01,-90,31,2886.62304688,980.405334473,121
"2126",2021-05-01,-90,33,2472.515625,745.98248291,121
"2127",2021-05-01,-90,35,2182.38183594,607.787231445,121
"2128",2021-05-01,-90,37,NA,NA,121
"2129",2021-05-01,-90,39,1317.56323242,237.680618286,121
"2130",2021-05-01,-90,41,1019.22241211,170.576751709,121
"2131",2021-05-01,-90,43,772.001464844,113.327835083,121
"2132",2021-05-01,-90,45,507.905639648,44.324886322,121
"2133",2021-05-01,-90,47,NA,NA,121
"2134",2021-05-01,-90,49,NA,NA,121
"2135",2021-05-01,-85,29,NA,NA,121
"2136",2021-05-01,-85,31,3182.66845703,1133.54907227,121
"2137",2021-05-01,-85,33,2507.21020508,686.303344727,121
"2138",2021-05-01,-85,35,2041.55883789,474.506408691,121
"2139",2021-05-01,-85,37,NA,NA,121
"2140",2021-05-01,-85,39,1336.40905762,264.941497803,121
"2141",2021-05-01,-85,41,961.163208008,166.976745605,121
"2142",2021-05-01,-85,43,753.308349609,113.759803772,121
"2143",2021-05-01,-85,45,623.681518555,100.295898438,121
"2144",2021-05-01,-85,47,NA,NA,121
"2145",2021-05-01,-85,49,NA,NA,121
"2146",2021-05-01,-80,29,NA,NA,121
"2147",2021-05-01,-80,31,NA,NA,121
"2148",2021-05-01,-80,33,2948.78686523,968.705078125,121
"2149",2021-05-01,-80,35,2230.20825195,581.282531738,121
"2150",2021-05-01,-80,37,NA,NA,121
"2151",2021-05-01,-80,39,1089.56628418,182.285736084,121
"2152",2021-05-01,-80,41,890.864379883,148.067825317,121
"2153",2021-05-01,-80,43,NA,NA,121
"2154",2021-05-01,-80,45,NA,NA,121
"2155",2021-05-01,-80,47,NA,NA,121
"2156",2021-05-01,-80,49,NA,NA,121
"2157",2021-05-01,-75,29,NA,NA,121
"2158",2021-05-01,-75,31,NA,NA,121
"2159",2021-05-01,-75,33,NA,NA,121
"2160",2021-05-01,-75,35,NA,NA,121
"2161",2021-05-01,-75,37,NA,NA,121
"2162",2021-05-01,-75,39,1318.9041748,126.233634949,121
"2163",2021-05-01,-75,41,928.250366211,121.094703674,121
"2164",2021-05-01,-75,43,705.473449707,101.537811279,121
"2165",2021-05-01,-75,45,NA,NA,121
"2166",2021-05-01,-75,47,NA,NA,121
"2167",2021-05-01,-75,49,NA,NA,121
"2168",2021-05-01,-70,29,NA,NA,121
"2169",2021-05-01,-70,31,NA,NA,121
"2170",2021-05-01,-70,33,NA,NA,121
"2171",2021-05-01,-70,35,NA,NA,121
"2172",2021-05-01,-70,37,NA,NA,121
"2173",2021-05-01,-70,39,NA,NA,121
"2174",2021-05-01,-70,41,NA,NA,121
"2175",2021-05-01,-70,43,NA,NA,121
"2176",2021-05-01,-70,45,517.238342285,31.1489067078,121
"2177",2021-05-01,-70,47,NA,NA,121
"2178",2021-05-01,-70,49,NA,NA,121
"2179",2021-05-08,-120,29,NA,NA,128
"2180",2021-05-08,-120,31,NA,NA,128
"2181",2021-05-08,-120,33,NA,NA,128
"2182",2021-05-08,-120,35,2419.96362305,544.364379883,128
"2183",2021-05-08,-120,37,NA,NA,128
"2184",2021-05-08,-120,39,853.622314453,13.9679603577,128
"2185",2021-05-08,-120,41,1010.18634033,81.3598556519,128
"2186",2021-05-08,-120,43,1036.77209473,59.7328605652,128
"2187",2021-05-08,-120,45,759.82434082,39.3299713135,128
"2188",2021-05-08,-120,47,1718.97180176,270.035430908,128
"2189",2021-05-08,-120,49,112.301780701,0,128
"2190",2021-05-08,-115,29,NA,NA,128
"2191",2021-05-08,-115,31,NA,NA,128
"2192",2021-05-08,-115,33,4058.72949219,1765.8614502,128
"2193",2021-05-08,-115,35,3202.42285156,1043.73791504,128
"2194",2021-05-08,-115,37,NA,NA,128
"2195",2021-05-08,-115,39,1002.35614014,105.119850159,128
"2196",2021-05-08,-115,41,642.059143066,36.5669326782,128
"2197",2021-05-08,-115,43,1006.32556152,102.410827637,128
"2198",2021-05-08,-115,45,325.898498535,16.9019622803,128
"2199",2021-05-08,-115,47,307.73651123,5.97596359253,128
"2200",2021-05-08,-115,49,157.814620972,1.66499328613,128
"2201",2021-05-08,-110,29,NA,NA,128
"2202",2021-05-08,-110,31,NA,NA,128
"2203",2021-05-08,-110,33,3196.14208984,1045.05200195,128
"2204",2021-05-08,-110,35,1584.38562012,273.64465332,128
"2205",2021-05-08,-110,37,NA,NA,128
"2206",2021-05-08,-110,39,1473.38000488,292.328826904,128
"2207",2021-05-08,-110,41,320.615661621,15.8579559326,128
"2208",2021-05-08,-110,43,183.56362915,0.701988220215,128
"2209",2021-05-08,-110,45,217.232635498,2.79898834229,128
"2210",2021-05-08,-110,47,665.9453125,39.7529182434,128
"2211",2021-05-08,-110,49,535.598205566,29.9519271851,128
"2212",2021-05-08,-105,29,NA,NA,128
"2213",2021-05-08,-105,31,2573.60302734,673.100158691,128
"2214",2021-05-08,-105,33,2229.70361328,489.311431885,128
"2215",2021-05-08,-105,35,1568.7166748,231.578735352,128
"2216",2021-05-08,-105,37,NA,NA,128
"2217",2021-05-08,-105,39,362.663757324,15.9749641418,128
"2218",2021-05-08,-105,41,660.653442383,72.3418960571,128
"2219",2021-05-08,-105,43,673.568237305,69.5248718262,128
"2220",2021-05-08,-105,45,645.119567871,49.5628814697,128
"2221",2021-05-08,-105,47,713.375427246,60.0568962097,128
"2222",2021-05-08,-105,49,538.865478516,23.8139762878,128
"2223",2021-05-08,-100,29,3640.66943359,1548.19689941,128
"2224",2021-05-08,-100,31,2630.97827148,774.242492676,128
"2225",2021-05-08,-100,33,2546.94506836,749.708190918,128
"2226",2021-05-08,-100,35,2039.57922363,462.275634766,128
"2227",2021-05-08,-100,37,NA,NA,128
"2228",2021-05-08,-100,39,1397.15869141,257.876586914,128
"2229",2021-05-08,-100,41,972.35925293,149.291809082,128
"2230",2021-05-08,-100,43,905.525268555,128.789901733,128
"2231",2021-05-08,-100,45,717.272583008,67.2838821411,128
"2232",2021-05-08,-100,47,539.837402344,29.2229499817,128
"2233",2021-05-08,-100,49,351.035614014,9.08996582031,128
"2234",2021-05-08,-95,29,NA,NA,128
"2235",2021-05-08,-95,31,3278.29394531,1232.33312988,128
"2236",2021-05-08,-95,33,2689.84741211,790.559265137,128
"2237",2021-05-08,-95,35,2271.48193359,584.621276855,128
"2238",2021-05-08,-95,37,NA,NA,128
"2239",2021-05-08,-95,39,1548.70117188,306.170837402,128
"2240",2021-05-08,-95,41,1192.85888672,239.507644653,128
"2241",2021-05-08,-95,43,899.963378906,143.585906982,128
"2242",2021-05-08,-95,45,736.235107422,72.3689041138,128
"2243",2021-05-08,-95,47,480.905456543,34.5329437256,128
"2244",2021-05-08,-95,49,187.658554077,0,128
"2245",2021-05-08,-90,29,NA,NA,128
"2246",2021-05-08,-90,31,3160.30395508,1128.08618164,128
"2247",2021-05-08,-90,33,2727.26977539,874.73638916,128
"2248",2021-05-08,-90,35,2420.30566406,719.71105957,128
"2249",2021-05-08,-90,37,NA,NA,128
"2250",2021-05-08,-90,39,1520.86401367,314.981567383,128
"2251",2021-05-08,-90,41,1202.99328613,228.34765625,128
"2252",2021-05-08,-90,43,933.866394043,160.487792969,128
"2253",2021-05-08,-90,45,626.174560547,69.2998504639,128
"2254",2021-05-08,-90,47,NA,NA,128
"2255",2021-05-08,-90,49,NA,NA,128
"2256",2021-05-08,-85,29,NA,NA,128
"2257",2021-05-08,-85,31,3468.56274414,1293.44299316,128
"2258",2021-05-08,-85,33,2744.38720703,797.480285645,128
"2259",2021-05-08,-85,35,2251.67285156,558.620361328,128
"2260",2021-05-08,-85,37,NA,NA,128
"2261",2021-05-08,-85,39,1518.83898926,321.371429443,128
"2262",2021-05-08,-85,41,1114.64013672,204.335678101,128
"2263",2021-05-08,-85,43,891.080322266,145.232772827,128
"2264",2021-05-08,-85,45,724.940429688,114.542869568,128
"2265",2021-05-08,-85,47,NA,NA,128
"2266",2021-05-08,-85,49,NA,NA,128
"2267",2021-05-08,-80,29,NA,NA,128
"2268",2021-05-08,-80,31,NA,NA,128
"2269",2021-05-08,-80,33,3223.97070312,1117.88903809,128
"2270",2021-05-08,-80,35,2474.97216797,700.046386719,128
"2271",2021-05-08,-80,37,NA,NA,128
"2272",2021-05-08,-80,39,1252.41223145,229.994720459,128
"2273",2021-05-08,-80,41,1034.17126465,182.744781494,128
"2274",2021-05-08,-80,43,NA,NA,128
"2275",2021-05-08,-80,45,NA,NA,128
"2276",2021-05-08,-80,47,NA,NA,128
"2277",2021-05-08,-80,49,NA,NA,128
"2278",2021-05-08,-75,29,NA,NA,128
"2279",2021-05-08,-75,31,NA,NA,128
"2280",2021-05-08,-75,33,NA,NA,128
"2281",2021-05-08,-75,35,NA,NA,128
"2282",2021-05-08,-75,37,NA,NA,128
"2283",2021-05-08,-75,39,1508.1472168,189.476547241,128
"2284",2021-05-08,-75,41,1105.67626953,172.5206604,128
"2285",2021-05-08,-75,43,834.94732666,118.700721741,128
"2286",2021-05-08,-75,45,NA,NA,128
"2287",2021-05-08,-75,47,NA,NA,128
"2288",2021-05-08,-75,49,NA,NA,128
"2289",2021-05-08,-70,29,NA,NA,128
"2290",2021-05-08,-70,31,NA,NA,128
"2291",2021-05-08,-70,33,NA,NA,128
"2292",2021-05-08,-70,35,NA,NA,128
"2293",2021-05-08,-70,37,NA,NA,128
"2294",2021-05-08,-70,39,NA,NA,128
"2295",2021-05-08,-70,41,NA,NA,128
"2296",2021-05-08,-70,43,NA,NA,128
"2297",2021-05-08,-70,45,627.20916748,37.3318710327,128
"2298",2021-05-08,-70,47,NA,NA,128
"2299",2021-05-08,-70,49,NA,NA,128
"2300",2021-05-15,-120,29,NA,NA,135
"2301",2021-05-15,-120,31,NA,NA,135
"2302",2021-05-15,-120,33,NA,NA,135
"2303",2021-05-15,-120,35,2669.94750977,668.348388672,135
"2304",2021-05-15,-120,37,NA,NA,135
"2305",2021-05-15,-120,39,987.389343262,26.8649330139,135
"2306",2021-05-15,-120,41,1174.15722656,124.307815552,135
"2307",2021-05-15,-120,43,1181.89709473,91.2238006592,135
"2308",2021-05-15,-120,45,887.309204102,63.1889305115,135
"2309",2021-05-15,-120,47,1933.71166992,358.775360107,135
"2310",2021-05-15,-120,49,153.062728882,0,135
"2311",2021-05-15,-115,29,NA,NA,135
"2312",2021-05-15,-115,31,NA,NA,135
"2313",2021-05-15,-115,33,4387.02246094,1968.15429688,135
"2314",2021-05-15,-115,35,3509.37670898,1224.69189453,135
"2315",2021-05-15,-115,37,NA,NA,135
"2316",2021-05-15,-115,39,1163.60009766,143.477813721,135
