"id","lastyearend","taxon.name","latitude","longitude","uri","Evidence_of_Presence","Life_Stage","Gall_phenophase","phenostage","doy","total32","yr1AGDD32","total50","yr1AGDD50","obsdate","lastyear50","lastyear32","Gall_phenophaseyr2","phenostage2","percent32","currentyearend","currentyear32","currentyear50","percent50","wrapdoy"
13561434,"2017-12-31","Eurosta solidaginis",39.3867199,-86.4782559,"https://www.inaturalist.org/observations/13561434","Gall","","developing","developing",169,2980.00708008,2980.00708008,1213.79345703,1213.79345703,"2018-06-18",3803.2175293,8826.79980469,"developing","developing",0.353163052357442,"2018-12-31",8438.04882812,3938.06494141,0.30822078231026,169
13702476,"2017-12-31","Eurosta solidaginis",44.8924455559,-93.1012882479,"https://www.inaturalist.org/observations/13702476","Gall","","developing","developing",174,2202.51489258,2202.51489258,961.037231445,961.037231445,"2018-06-23",2693.68017578,6688.10302734,"developing","developing",0.345260745218241,"2018-12-31",6379.27978516,2933.20581055,0.327640572641849,174
13766983,"2017-12-31","Eurosta solidaginis",36.4669456482,-82.626663208,"https://www.inaturalist.org/observations/13766983","Gall","","developing","developing",175,3814.03613281,3814.03613281,1516.09411621,1516.09411621,"2018-06-24",4081.64111328,9535.18359375,"developing","developing",0.396137008606974,"2018-12-31",9628.07324219,4412.84179688,0.343564121714474,175
13774269,"2017-12-31","Eurosta solidaginis",45.47119179,-93.7036198578,"https://www.inaturalist.org/observations/13774269","Gall","","developing","developing",175,2025.78186035,2025.78186035,842.012451172,842.012451172,"2018-06-24",2213.93603516,6030.75244141,"developing","developing",0.344472124111509,"2018-12-31",5880.82958984,2588.22802734,0.325323905883734,175
13848938,"2017-12-31","Eurosta solidaginis",43.62655,-90.5922783333,"https://www.inaturalist.org/observations/13848938","Gall","","developing","developing",178,2258.7824707,2258.7824707,932.039611816,932.039611816,"2018-06-27",2365.71044922,6338.6796875,"developing","developing",0.366035487030031,"2018-12-31",6170.93847656,2672.14257812,0.348798608071184,178
13873066,"2017-12-31","Eurosta solidaginis",44.5969116667,-93.5398633333,"https://www.inaturalist.org/observations/13873066","Gall","","developing","developing",179,2364.46069336,2364.46069336,1069.47814941,1069.47814941,"2018-06-28",2597.68481445,6582.09619141,"developing","developing",0.371659239364195,"2018-12-31",6361.90478516,2936.59863281,0.364189418826579,179
13931942,"2017-12-31","Eurosta solidaginis",42.3959690984,-85.3802303362,"https://www.inaturalist.org/observations/13931942","Gall","","developing","developing",178,2389.85864258,2389.85864258,919.98840332,919.98840332,"2018-06-27",2652.11694336,6946.58349609,"developing","developing",0.362706532419329,"2018-12-31",6588.95947266,2851.72875977,0.322607260654832,178
13934145,"2017-12-31","Eurosta solidaginis",42.9437869452,-85.366755765,"https://www.inaturalist.org/observations/13934145","Gall","","developing","developing",180,2430.63696289,2430.63696289,942.794189453,942.794189453,"2018-06-29",2683.6003418,6919.09863281,"developing","developing",0.369845701000703,"2018-12-31",6572.02978516,2852.90844727,0.330467733850757,180
13987917,"2017-12-31","Eurosta solidaginis",40.9143241419,-81.5600773394,"https://www.inaturalist.org/observations/13987917","Gall","","developing","developing",180,2894.1105957,2894.1105957,1165.85009766,1165.85009766,"2018-06-29",3120.75683594,7751.40673828,"developing","developing",0.384610146020969,"2018-12-31",7524.79003906,3411.85302734,0.341705837947228,180
14076847,"2017-12-31","Eurosta solidaginis",38.45630193,-90.08520945,"https://www.inaturalist.org/observations/14076847","Gall","","developing","developing",186,4078.0065918,4078.0065918,1870.16308594,1870.16308594,"2018-07-05",4314.36474609,9565.91210938,"developing","developing",0.447092348557185,"2018-12-31",9121.17285156,4394.38232422,0.425580422448098,186
14121592,"2017-12-31","Eurosta solidaginis",42.6221001,-85.9702301,"https://www.inaturalist.org/observations/14121592","Gall","","developing","developing",187,2826.63671875,2826.63671875,1184.03027344,1184.03027344,"2018-07-06",2775.19238281,7089.37646484,"developing","developing",0.416916777996483,"2018-12-31",6779.85839844,2959.08911133,0.400133361616752,187
14151558,"2017-12-31","Eurosta solidaginis",42.7695366667,-88.94832,"https://www.inaturalist.org/observations/14151558","Gall","","developing","developing",188,2741.97485352,2741.97485352,1190.76220703,1190.76220703,"2018-07-07",2696.41625977,6841.16845703,"developing","developing",0.418993025568372,"2018-12-31",6544.20166016,2922.04589844,0.407509754609164,188
14169065,"2017-12-31","Eurosta solidaginis",40.4218301003,-79.9086491247,"https://www.inaturalist.org/observations/14169065","Gall","","developing","developing",189,3511.98730469,3511.98730469,1539.73693848,1539.73693848,"2018-07-08",3481.05297852,8286.53808594,"developing","developing",0.440939580693443,"2018-12-31",7964.78125,3682.99462891,0.418066571803742,189
14183448,"2017-12-31","Eurosta solidaginis",30.8979157073,-91.3418850303,"https://www.inaturalist.org/observations/14183448","Gall","","developing","developing",138,3606.30688477,3606.30688477,1406.59960938,1406.59960938,"2018-05-18",6409.37988281,12703.109375,"developing","developing",0.289705493216903,"2018-12-31",12448.1826172,6311.58837891,0.222859845245947,138
14188769,"2017-12-31","Eurosta solidaginis",41.82668871,-90.13720778,"https://www.inaturalist.org/observations/14188769","Gall","","developing","developing",188,3187.11523438,3187.11523438,1453.45422363,1453.45422363,"2018-07-07",3103.14331055,7504.61083984,"developing","developing",0.442554771409289,"2018-12-31",7201.62890625,3346.63867188,0.434302703737512,188
14221471,"2017-12-31","Eurosta solidaginis",44.1642189026,-94.1130218506,"https://www.inaturalist.org/observations/14221471","Gall","","developing","developing",184,2573.52148438,2573.52148438,1192.68811035,1192.68811035,"2018-07-03",2636.56640625,6649.62646484,"developing","developing",0.407410258884618,"2018-12-31",6316.78125,2895.76660156,0.411873011349561,184
14225249,"2017-12-31","Eurosta solidaginis",44.2600593,-72.5753869,"https://www.inaturalist.org/observations/14225249","Gall","","developing","developing",190,2394.46704102,2394.46704102,844.937255859,844.937255859,"2018-07-09",2156.23608398,6006.63085938,"developing","developing",0.409617763922279,"2018-12-31",5845.61328125,2327.63256836,0.363002849910424,190
14228956,"2017-12-31","Eurosta solidaginis",42.87296578,-78.78336738,"https://www.inaturalist.org/observations/14228956","Gall","","developing","developing",190,2922.0378418,2922.0378418,1206.63806152,1206.63806152,"2018-07-09",2840.35351562,7221.90283203,"developing","developing",0.417703054388286,"2018-12-31",6995.49072266,3106.45532227,0.388429234075791,190
14244339,"2017-12-31","Eurosta solidaginis",42.5512546907,-92.4379846641,"https://www.inaturalist.org/observations/14244339","Gall","","developing","developing",191,3109.30126953,3109.30126953,1483.5592041,1483.5592041,"2018-07-10",3024.43066406,7250.82861328,"developing","developing",0.458996472101567,"2018-12-31",6774.12890625,3124.28442383,0.474847678010485,191
14300453,"2017-12-31","Eurosta solidaginis",43.02256703,-77.06048423,"https://www.inaturalist.org/observations/14300453","Gall","","developing","developing",173,2182.11206055,2182.11206055,759.977172852,759.977172852,"2018-06-22",2775.48217773,7075.86083984,"developing","developing",0.315506913884006,"2018-12-31",6916.20996094,3012.52270508,0.252272678831749,173
14306445,"2017-12-31","Eurosta solidaginis",45.1002960205,-93.1834945679,"https://www.inaturalist.org/observations/14306445","Gall","","developing","developing",189,2783.25732422,2783.25732422,1298.58215332,1298.58215332,"2018-07-08",2617.37768555,6589.74462891,"developing","developing",0.442451493707023,"2018-12-31",6290.53662109,2876.95629883,0.451373611009701,189
14314358,"2017-12-31","Eurosta solidaginis",43.4306194727,-89.712414723,"https://www.inaturalist.org/observations/14314358","Gall","","developing","developing",194,2940.85668945,2940.85668945,1323.92614746,1323.92614746,"2018-07-13",2594.41845703,6601.57324219,"developing","developing",0.467158564971607,"2018-12-31",6295.20019531,2790.89794922,0.474372826075569,194
14318245,"2017-12-31","Eurosta solidaginis",46.2703796011,-85.983779328,"https://www.inaturalist.org/observations/14318245","Gall","","developing","developing",194,2146.85009766,2146.85009766,786.02331543,786.02331543,"2018-07-13",1677.11218262,5166.94238281,"developing","developing",0.434875784790578,"2018-12-31",4936.69726562,1836.91638184,0.427903699482857,194
14367537,"2017-12-31","Eurosta solidaginis",41.6603237446,-88.0178340563,"https://www.inaturalist.org/observations/14367537","Gall","","developing","developing",195,3498.37963867,3498.37963867,1583.03625488,1583.03625488,"2018-07-14",3264.73950195,7767.31982422,"developing","developing",0.471911177691697,"2018-12-31",7413.21630859,3448.18725586,0.459092310659672,195
14383042,"2017-12-31","Eurosta solidaginis",44.6485733351,-86.2435716727,"https://www.inaturalist.org/observations/14383042","Gall","","developing","developing",196,2412.13354492,2412.13354492,844.74810791,844.74810791,"2018-07-15",2018.60852051,5998.81152344,"developing","developing",0.423714451228053,"2018-12-31",5692.828125,2174.45166016,0.38848787645518,196
14410102,"2017-12-31","Eurosta solidaginis",42.9696687777,-76.3425316662,"https://www.inaturalist.org/observations/14410102","Gall","","developing","developing",197,3062.63598633,3062.63598633,1275.92041016,1275.92041016,"2018-07-16",2594.24023438,6746.81787109,"developing","developing",0.460022673006107,"2018-12-31",6657.57617188,2883.95825195,0.442419861416954,197
14416075,"2017-12-31","Eurosta solidaginis",44.437625,-73.1105333333,"https://www.inaturalist.org/observations/14416075","Gall","","developing","developing",197,2925.7097168,2925.7097168,1171.28613281,1171.28613281,"2018-07-16",2538.05151367,6541.6015625,"developing","developing",0.459681699465393,"2018-12-31",6364.64257812,2707.1809082,0.43265898088384,197
14420571,"2017-12-31","Eurosta solidaginis",44.8516589636,-92.7750085854,"https://www.inaturalist.org/observations/14420571","Gall","","developing","developing",197,3106.43041992,3106.43041992,1489.48144531,1489.48144531,"2018-07-16",2554.32421875,6494.45361328,"developing","developing",0.497168890144449,"2018-12-31",6248.23974609,2835.92504883,0.525218903766341,197
14425671,"2017-12-31","Eurosta solidaginis",42.2103691101,-79.4628067017,"https://www.inaturalist.org/observations/14425671","Gall","","developing","developing",197,2871.92529297,2871.92529297,1157.32739258,1157.32739258,"2018-07-16",2454.25268555,6742.00390625,"developing","developing",0.445260544320466,"2018-12-31",6449.98828125,2701.04296875,0.428474261968366,197
14495219,"2017-12-31","Eurosta solidaginis",46.76911662,-92.15450176,"https://www.inaturalist.org/observations/14495219","Gall","","developing","developing",199,2496.46435547,2496.46435547,945.071411133,945.071411133,"2018-07-18",1874.74279785,5433.7578125,"developing","developing",0.476293122722532,"2018-12-31",5241.4453125,2047.43591309,0.461587786504484,199
14496365,"2017-12-31","Eurosta solidaginis",46.76904319,-92.1544307,"https://www.inaturalist.org/observations/14496365","Gall","","developing","developing",199,2496.46435547,2496.46435547,945.071411133,945.071411133,"2018-07-18",1874.74279785,5433.7578125,"developing","developing",0.476293122722532,"2018-12-31",5241.4453125,2047.43591309,0.461587786504484,199
14514641,"2017-12-31","Eurosta solidaginis",41.23645313,-75.81050569,"https://www.inaturalist.org/observations/14514641","Gall","","developing","developing",200,3479.82080078,3479.82080078,1484.37805176,1484.37805176,"2018-07-19",2952.01611328,7383.58789062,"developing","developing",0.484158058941355,"2018-12-31",7187.36523438,3156.90112305,0.470200995818927,200
14533793,"2017-12-31","Eurosta solidaginis",42.9846633333,-85.5314716667,"https://www.inaturalist.org/observations/14533793","Gall","","developing","developing",199,3245.28222656,3245.28222656,1427.39892578,1427.39892578,"2018-07-18",2730.22021484,6949.92285156,"developing","developing",0.489775480385631,"2018-12-31",6626.06103516,2907.75317383,0.490894116676305,199
14546053,"2017-12-31","Eurosta solidaginis",44.6487071459,-86.2432145701,"https://www.inaturalist.org/observations/14546053","Gall","","developing","developing",200,2551.00341797,2551.00341797,911.618041992,911.618041992,"2018-07-19",2018.60852051,5998.81152344,"developing","developing",0.448108279743647,"2018-12-31",5692.828125,2174.45166016,0.419240426768062,200
14552429,"2017-12-31","Eurosta solidaginis",43.0224257529,-77.0627815649,"https://www.inaturalist.org/observations/14552429","Gall","","developing","developing",201,3322.77197266,3322.77197266,1396.63696289,1396.63696289,"2018-07-20",2775.48217773,7075.86083984,"developing","developing",0.480432489965703,"2018-12-31",6916.20996094,3012.52270508,0.463610435378581,201
14559133,"2017-12-31","Eurosta solidaginis",44.8950152379,-94.3670792598,"https://www.inaturalist.org/observations/14559133","Gall","","developing","developing",201,3169.64624023,3169.64624023,1507.26489258,1507.26489258,"2018-07-20",2484.64575195,6386.47851562,"developing","developing",0.523451784139912,"2018-12-31",6055.27832031,2722.64208984,0.553603757983693,201
14566491,"2017-12-31","Eurosta solidaginis",44.2240477447,-73.0603283365,"https://www.inaturalist.org/observations/14566491","Gall","","developing","developing",202,2903.2277832,2903.2277832,1122.00219727,1122.00219727,"2018-07-21",2291.62304688,6223.16699219,"developing","developing",0.488328446744702,"2018-12-31",5945.23583984,2404.49194336,0.466627555300573,202
14571476,"2017-12-31","Eurosta solidaginis",44.9503484555,-93.0713186693,"https://www.inaturalist.org/observations/14571476","Gall","","developing","developing",202,3388.22924805,3388.22924805,1657.99719238,1657.99719238,"2018-07-21",2702.72558594,6708.69580078,"developing","developing",0.528794688988965,"2018-12-31",6407.45703125,2971.06005859,0.558049032898665,202
14573223,"2017-12-31","Eurosta solidaginis",44.264489715,-72.5588045363,"https://www.inaturalist.org/observations/14573223","Gall","","developing","developing",202,2787.56030273,2787.56030273,1036.60107422,1036.60107422,"2018-07-21",2109.28369141,5937.70068359,"developing","developing",0.491934925158239,"2018-12-31",5666.52246094,2205.23242188,0.470064317908168,202
14573465,"2017-12-31","Eurosta solidaginis",44.793045,-86.0351555,"https://www.inaturalist.org/observations/14573465","Gall","","developing","developing",201,2725.84716797,2725.84716797,1084.34619141,1084.34619141,"2018-07-20",2300.01098633,6182.3203125,"developing","developing",0.475125576626176,"2018-12-31",5737.10888672,2285.78149414,0.47438751000037,201
14594318,"2017-12-31","Eurosta solidaginis",44.2437116667,-72.54839,"https://www.inaturalist.org/observations/14594318","Gall","","developing","developing",202,2812.99414062,2812.99414062,1049.61499023,1049.61499023,"2018-07-21",2121.09912109,5954.98144531,"developing","developing",0.480008372007917,"2018-12-31",5860.30224609,2331.66455078,0.450156944693814,202
14597287,"2017-12-31","Eurosta solidaginis",42.9486122131,-85.7411117554,"https://www.inaturalist.org/observations/14597287","Gall","","developing","developing",172,2197.77148438,2197.77148438,846.404296875,846.404296875,"2018-06-21",2863.9230957,7138.45410156,"developing","developing",0.323746667705852,"2018-12-31",6788.55322266,3031.56665039,0.279196994321769,172
14610268,"2017-12-31","Eurosta solidaginis",44.285128022,-72.5761759529,"https://www.inaturalist.org/observations/14610268","Gall","","developing","developing",202,2811.69750977,2811.69750977,1053.29589844,1053.29589844,"2018-07-21",2133.81762695,5973.75732422,"developing","developing",0.481741552706962,"2018-12-31",5836.52685547,2316.97558594,0.454599480819595,202
14614153,"2017-12-31","Eurosta solidaginis",41.4530487648,-81.4986705183,"https://www.inaturalist.org/observations/14614153","Gall","","developing","developing",203,3718.82446289,3718.82446289,1674.97973633,1674.97973633,"2018-07-22",3186.68164062,7730.86816406,"developing","developing",0.508910057561194,"2018-12-31",7307.4296875,3311.28637695,0.505839587898408,203
14623786,"2017-12-31","Eurosta solidaginis",42.502281189,-76.289352417,"https://www.inaturalist.org/observations/14623786","Gall","","developing","developing",203,3085.04614258,3085.04614258,1217.99584961,1217.99584961,"2018-07-22",2332.05102539,6432.88183594,"developing","developing",0.494229764811258,"2018-12-31",6242.12939453,2544.83007812,0.478615786602852,203
14627773,"2017-12-31","Eurosta solidaginis",43.594525,-97.176955,"https://www.inaturalist.org/observations/14627773","Gall","","developing","developing",203,3434.14599609,3434.14599609,1652.68713379,1652.68713379,"2018-07-22",2720.45532227,6840.58886719,"developing","developing",0.536720646799364,"2018-12-31",6398.38623047,2887.45043945,0.572369004575816,203
14629919,"2017-12-31","Eurosta solidaginis",44.2829814926,-72.570549259,"https://www.inaturalist.org/observations/14629919","Gall","","developing","developing",203,2849.28149414,2849.28149414,1072.87988281,1072.87988281,"2018-07-22",2133.81762695,5973.75732422,"developing","developing",0.48818099611238,"2018-12-31",5836.52685547,2316.97558594,0.463051872156318,203
14643342,"2017-12-31","Eurosta solidaginis",44.8167953491,-68.7920303345,"https://www.inaturalist.org/observations/14643342","Gall","","developing","developing",195,2645.02587891,2645.02587891,925.577148438,925.577148438,"2018-07-14",2384.66503906,6301.30224609,"developing","developing",0.442470227673892,"2018-12-31",5977.86181641,2335.64208984,0.396283810976109,195
14646464,"2017-12-31","Eurosta solidaginis",47.8658033333,-92.4029916667,"https://www.inaturalist.org/observations/14646464","Gall","","developing","developing",204,2462.03930664,2462.03930664,922.094360352,922.094360352,"2018-07-23",1246.30981445,4527.03417969,"developing","developing",0.540478690551868,"2018-12-31",4555.29394531,1637.4942627,0.56311303273307,204
14702468,"2017-12-31","Eurosta solidaginis",42.5761823031,-82.8051933368,"https://www.inaturalist.org/observations/14702468","Gall","","developing","developing",205,3402.35839844,3402.35839844,1447.27087402,1447.27087402,"2018-07-24",2835.26806641,7205.42529297,"developing","developing",0.499670568784802,"2018-12-31",6809.203125,2941.83569336,0.491961830936591,205
14745281,"2017-12-31","Eurosta solidaginis",42.44072676,-76.42881433,"https://www.inaturalist.org/observations/14745281","Gall","","developing","developing",207,3301.80102539,3301.80102539,1341.62866211,1341.62866211,"2018-07-26",2399.6418457,6548.98095703,"developing","developing",0.525738292271683,"2018-12-31",6280.31298828,2564.32177734,0.523190449016771,207
14753373,"2017-12-31","Eurosta solidaginis",35.396795,-80.5634216667,"https://www.inaturalist.org/observations/14753373","Gall","","developing","developing",207,5833.81542969,5833.81542969,2764.57275391,2764.57275391,"2018-07-26",4900.83740234,10716.875,"developing","developing",0.548780957210807,"2018-12-31",10630.4990234,5083.44873047,0.543838032109826,207
14767916,"2017-12-31","Eurosta solidaginis",42.7287333333,-78.6905055556,"https://www.inaturalist.org/observations/14767916","Gall","","developing","developing",207,3501.94360352,3501.94360352,1520.98986816,1520.98986816,"2018-07-26",2692.14990234,6971.02685547,"developing","developing",0.522013953067162,"2018-12-31",6708.52490234,2922.22631836,0.520490099826903,207
14788615,"2017-12-31","Eurosta solidaginis",37.7395172119,-97.2645721436,"https://www.inaturalist.org/observations/14788615","Gall","","developing","developing",207,5351.85742188,5351.85742188,2696.74926758,2696.74926758,"2018-07-26",4534.36914062,9926.33886719,"developing","developing",0.569854427894727,"2018-12-31",9391.62207031,4587.81005859,0.587807523227936,207
14846555,"2017-12-31","Eurosta solidaginis",43.0475611703,-90.0902472743,"https://www.inaturalist.org/observations/14846555","Gall","","developing","developing",208,3557.68017578,3557.68017578,1647.3861084,1647.3861084,"2018-07-27",2664.99633789,6797.37255859,"developing","developing",0.551632943911528,"2018-12-31",6449.36132812,2856.66113281,0.576682368615252,208
14887381,"2017-12-31","Eurosta solidaginis",43.2609856362,-72.4307811074,"https://www.inaturalist.org/observations/14887381","Gall","","developing","developing",210,3460.76757812,3460.76757812,1445.59692383,1445.59692383,"2018-07-29",2480.25439453,6495.56689453,"developing","developing",0.536080244139908,"2018-12-31",6455.68945312,2716.31518555,0.532190421612393,210
14964791,"2017-12-31","Eurosta solidaginis",45.0693270984,-84.7609187477,"https://www.inaturalist.org/observations/14964791","Gall","","developing","developing",211,3002.75024414,3002.75024414,1256.2911377,1256.2911377,"2018-07-30",1909.45605469,5525.92236328,"developing","developing",0.55769262335335,"2018-12-31",5384.23876953,2200.27392578,0.570970333729989,211
14968498,"2017-12-31","Eurosta solidaginis",42.4037056245,-90.5580174923,"https://www.inaturalist.org/observations/14968498","Gall","","developing","developing",211,3936.26538086,3936.26538086,1880.99865723,1880.99865723,"2018-07-30",2939.31689453,7280.76171875,"developing","developing",0.565467183182052,"2018-12-31",6961.08544922,3188.99389648,0.58984078310913,211
14975511,"2017-12-31","Eurosta solidaginis",45.7853339324,-87.9175232818,"https://www.inaturalist.org/observations/14975511","Gall","","developing","developing",188,2234.34838867,2234.34838867,866.870361328,866.870361328,"2018-07-07",1891.37536621,5499.36523438,"developing","developing",0.417334042760957,"2018-12-31",5353.86083984,2142.74560547,0.404560559646023,188
14994253,"2017-12-31","Eurosta solidaginis",39.15491,-84.500865,"https://www.inaturalist.org/observations/14994253","Gall","","developing","developing",212,5106.33740234,5106.33740234,2483.59350586,2483.59350586,"2018-07-31",4039.86303711,9148.27148438,"developing","developing",0.57255381369496,"2018-12-31",8918.52832031,4263.49609375,0.582525104104301,212
15000863,"2017-12-31","Eurosta solidaginis",44.7962711,-93.128569,"https://www.inaturalist.org/observations/15000863","Gall","","developing","developing",212,3699.28710938,3699.28710938,1788.86584473,1788.86584473,"2018-07-31",2582.87133789,6562.63623047,"developing","developing",0.586634549999933,"2018-12-31",6305.94824219,2869.78369141,0.623345184546325,212
15091464,"2017-12-31","Eurosta solidaginis",40.33788,-80.1109166667,"https://www.inaturalist.org/observations/15091464","Gall","","developing","developing",215,4550.28173828,4550.28173828,2104.85620117,2104.85620117,"2018-08-03",3299.8918457,8092.17675781,"developing","developing",0.578582162874227,"2018-12-31",7864.53857422,3587.99243164,0.586638974655783,215
15101744,"2017-12-31","Eurosta solidaginis",44.0116805556,-72.3662111111,"https://www.inaturalist.org/observations/15101744","Gall","","developing","developing",211,2855.51831055,2855.51831055,1031.08410645,1031.08410645,"2018-07-30",1694.9864502,5283.64550781,"developing","developing",0.557538117241803,"2018-12-31",5121.65576172,1853.51245117,0.556286582158725,211
15119595,"2017-12-31","Eurosta solidaginis",42.38876862,-76.37353751,"https://www.inaturalist.org/observations/15119595","Gall","","developing","developing",216,3665.23876953,3665.23876953,1534.84106445,1534.84106445,"2018-08-04",2408.82055664,6553.96142578,"developing","developing",0.571282567553227,"2018-12-31",6415.80712891,2654.69262695,0.578161497443639,216
15393952,"2017-12-31","Eurosta solidaginis",44.7913083333,-72.0278266667,"https://www.inaturalist.org/observations/15393952","Gall","","developing","developing",225,3356.98925781,3356.98925781,1307.16784668,1307.16784668,"2018-08-13",1711.96899414,5265.26660156,"developing","developing",0.653911280500323,"2018-12-31",5133.70751953,1891.73535156,0.690988750409542,225
15402348,"2017-12-31","Eurosta solidaginis",42.39123918,-76.3728049,"https://www.inaturalist.org/observations/15402348","Gall","","developing","developing",225,4028.24462891,4028.24462891,1735.84692383,1735.84692383,"2018-08-13",2408.82055664,6553.96142578,"developing","developing",0.627862488377884,"2018-12-31",6415.80712891,2654.69262695,0.653878684940008,225
15419258,"2017-12-31","Eurosta solidaginis",41.1380434363,-81.5745598824,"https://www.inaturalist.org/observations/15419258","Gall","","developing","developing",226,4822.87304688,4822.87304688,2279.6081543,2279.6081543,"2018-08-14",3235.19921875,7866.24951172,"developing","developing",0.639462670404047,"2018-12-31",7542.07128906,3431.87670898,0.664245352502051,226
15421293,"2017-12-31","Eurosta solidaginis",46.8130264282,-92.0993881226,"https://www.inaturalist.org/observations/15421293","Gall","","dormfall","dormfall",225,3357.14233398,3357.14233398,1363.29187012,1363.29187012,"2018-08-13",1647.75402832,5095.16699219,"dormant","dormant",0.669586645794651,"2018-12-31",5013.75341797,1900.48400879,0.717339300838412,225
15450683,"2017-12-31","Eurosta solidaginis",46.8318414921,-92.0885127107,"https://www.inaturalist.org/observations/15450683","Gall","","developing","developing",227,3407.38061523,3407.38061523,1381.42675781,1381.42675781,"2018-08-15",1569.03112793,4993.31347656,"developing","developing",0.692536897654931,"2018-12-31",4920.14306641,1840.00354004,0.750773967413111,227
15739116,"2017-12-31","Eurosta solidaginis",44.2156028748,-72.5606307983,"https://www.inaturalist.org/observations/15739116","Gall","","developing","developing",232,3888.48364258,3888.48364258,1611.42163086,1611.42163086,"2018-08-20",2034.93481445,5817.92285156,"developing","developing",0.688088995193762,"2018-12-31",5651.13476562,2208.63427734,0.729600933659663,232
15740539,"2017-12-31","Eurosta solidaginis",39.8709616667,-82.737725,"https://www.inaturalist.org/observations/15740539","Gall","","developing","developing",232,5444.953125,5444.953125,2647.49243164,2647.49243164,"2018-08-20",3453.703125,8299.44628906,"developing","developing",0.67140130556153,"2018-12-31",8109.83398438,3767.08349609,0.702796323571785,232
15764479,"2017-12-31","Eurosta solidaginis",47.3788116667,-91.1940866667,"https://www.inaturalist.org/observations/15764479","Gall","","dormfall","dormfall",233,3450.80541992,3450.80541992,1346.61474609,1346.61474609,"2018-08-21",1511.18835449,4923.41064453,"dormant","dormant",0.72226668451781,"2018-12-31",4777.74414062,1712.98632812,0.786121128922207,233
15801275,"2017-12-31","Eurosta solidaginis",40.0044937134,-79.0970306396,"https://www.inaturalist.org/observations/15801275","Gall","","developing","developing",232,4533.39941406,4533.39941406,1941.84802246,1941.84802246,"2018-08-20",2328.99951172,6785.25244141,"developing","developing",0.665510508108588,"2018-12-31",6811.91259766,2824.52270508,0.687495986124495,232
15847307,"2017-12-31","Eurosta solidaginis",41.875045,-71.943005,"https://www.inaturalist.org/observations/15847307","Gall","","developing","developing",229,4531.63330078,4531.63330078,1969.29736328,1969.29736328,"2018-08-17",2723.86572266,7031.9296875,"developing","developing",0.653739843411613,"2018-12-31",6931.86035156,2871.46582031,0.685816055810616,229
15900935,"2017-12-31","Eurosta solidaginis",43.0775570253,-96.1639430546,"https://www.inaturalist.org/observations/15900935","Gall","","developing","developing",237,4779.95361328,4779.95361328,2362.64208984,2362.64208984,"2018-08-25",2775.06713867,6848.44873047,"developing","developing",0.741307493416192,"2018-12-31",6448.00390625,2930.81152344,0.806139211253981,237
15925192,"2017-12-31","Eurosta solidaginis",44.2337216667,-88.462425,"https://www.inaturalist.org/observations/15925192","Gall","","developing","developing",235,4490.43164062,4490.43164062,2177.43164062,2177.43164062,"2018-08-23",2601.94311523,6578.53710938,"developing","developing",0.717383123795554,"2018-12-31",6259.4609375,2790.56469727,0.780283518511567,235
16031441,"2017-12-31","Eurosta solidaginis",44.8713493347,-73.483253479,"https://www.inaturalist.org/observations/16031441","Gall","","developing","developing",242,4703.26318359,4703.26318359,2167.86499023,2167.86499023,"2018-08-30",2466.16967773,6384.79296875,"developing","developing",0.75765951441936,"2018-12-31",6207.62109375,2616.67626953,0.828480395329677,242
16034299,"2017-12-31","Eurosta solidaginis",44.543045,-72.397195,"https://www.inaturalist.org/observations/16034299","Gall","","developing","developing",242,4166.31347656,4166.31347656,1737.19641113,1737.19641113,"2018-08-30",1939.76855469,5664.88476562,"developing","developing",0.754515450366733,"2018-12-31",5521.83984375,2110.95703125,0.822942573161388,242
16078923,"2017-12-31","Eurosta solidaginis",45.6430815186,-92.465171375,"https://www.inaturalist.org/observations/16078923","Gall","","developing","developing",243,4422.45410156,4422.45410156,2051.76464844,2051.76464844,"2018-08-31",2016.74462891,5691.34472656,"developing","developing",0.790965554623735,"2018-12-31",5591.20947266,2397.46386719,0.855806286183915,243
16099677,"2017-12-31","Eurosta solidaginis",43.08197749,-77.66770251,"https://www.inaturalist.org/observations/16099677","Gall","","developing","developing",244,5085.42138672,5085.42138672,2403.23217773,2403.23217773,"2018-09-01",2678.33398438,6978.07519531,"developing","developing",0.738943335755119,"2018-12-31",6882.01806641,3024.01611328,0.794715400879043,244
16100507,"2017-12-31","Eurosta solidaginis",44.9719792139,-93.3891410754,"https://www.inaturalist.org/observations/16100507","Gall","","developing","developing",244,5066.29785156,5066.29785156,2565.33178711,2565.33178711,"2018-09-01",2693.16748047,6697.34863281,"developing","developing",0.78495110026708,"2018-12-31",6454.28466797,2992.66967773,0.857205125644156,244
16107850,"2017-12-31","Eurosta solidaginis",42.9382083333,-77.5053416667,"https://www.inaturalist.org/observations/16107850","Gall","","developing","developing",244,4988.57958984,4988.57958984,2319.2980957,2319.2980957,"2018-09-01",2655.6640625,6915.84863281,"developing","developing",0.743112617742493,"2018-12-31",6713.08691406,2903.77661133,0.798717809989421,244
16108930,"2017-12-31","Eurosta solidaginis",41.1919757961,-81.9353762166,"https://www.inaturalist.org/observations/16108930","Gall","","developing","developing",244,5464.75146484,5464.75146484,2623.20166016,2623.20166016,"2018-09-01",3142.15087891,7758.85009766,"developing","developing",0.734158694177657,"2018-12-31",7443.55615234,3353.88427734,0.782138393349841,244
